Sat Jul 30 22:16:00 2022    output.dat

         4156758 function calls (3123299 primitive calls) in 14.951 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:579(_get_mixins_)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:433(__delitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3061(__init__)
       47    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:354(Traversable)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4268(postParse)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\codecs.py:309(__init__)
        1    0.000    0.000    0.018    0.018 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:552(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2248(<dictcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:340(dev)
        5    0.000    0.000    0.056    0.011 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:51(create_module)
       21    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:705(__eq__)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1711(runtime_checkable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\ntpath.py:592(_getfinalpathname_nonstrict)
       24    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\ntpath.py:550(_readlink_deep)
       23    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:801(value)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:164(_PlistParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:863(Handler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:299(DistributionNotFound)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:380(__repr__)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:33(_is_sunder)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2383(NoMatch)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4292(__init__)
       28    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:458(__bool__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:275(Marker)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:522(Formatter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:2237(Path)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:22(_is_dunder)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\re.py:269(escape)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:2060(numeric_range)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3353(setResultsName)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_adapters.py:37(Path)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:150(Calendar)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       29    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\_distutils_hack\__init__.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1381(NullProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\appdirs.py:407(AppDirs)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:247(get_preferred_scheme)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1366(_fixupParents)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       33    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:317(__getitem__)
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:383(get_build_platform)
        5    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py:15(_ELFFileHeader)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:165(__prepare__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\string.py:159(Formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1288(addParseAction)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:918(_added_new)
       18    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1553(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryInfoKey}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\pkgutil.py:269(ImpLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\context.py:156(raises)
       13    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:506(haskeys)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\tags.py:42(Tag)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:498(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1122(ResourceManager)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:366(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3225(_initialize)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:166(InspectLoader)
        1    0.000    0.000    0.001    0.001 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:412(PercentStyle)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3513(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sre_parse.py:863(_parse_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\header.py:541(_Accumulator)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tokenize.py:327(find_cookie)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\util.py:268(LazyLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_parseaddr.py:207(AddrlistClass)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1315(getLogger)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1897(has_metadata)
       17    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:346(__init_subclass__)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:16(search_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\text\__init__.py:428(Stripper)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:6(InfinityType)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1683(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:363(_SpecialForm)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_adapters.py:31(DegenerateFiles)
      2/1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3939(parseImpl)
       12    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:956(Environment)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:312(ResourceReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\version.py:60(_BaseVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3465(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\charset.py:167(Charset)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_collections_abc.py:816(get)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:716(_SharedFile)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1126(_SpecialGenericAlias)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:219(_acquireLock)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4197(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:55(Node)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
       11    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\functools.py:289(Throttler)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:3601(callback_iter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:479(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:205(ParseBaseException)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:567(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:938(_BaseGenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\traceback.py:335(StackSummary)
       10    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\_policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3444(Or)
        7    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:2169(CompleteDirs)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:52(_localized_month)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\traceback.py:243(FrameSummary)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:64(_getuserbase)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\more_itertools\more.py:247(peekable)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:1296(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:82(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2601(_reload_version)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2450(NewType)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:161(_is_python_source_dir)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\tokenize.py:321(read_or_stop)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:254(VersionConflict)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.002    0.002 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:445(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\_abc.py:7(Loader)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1329(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\jaraco\functools.py:100(method_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3003(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3086(Requirement)
        2    0.000    0.000    0.041    0.020 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:3220(_call_aside)
       13    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:810(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3458(__init__)
      6/2    0.000    0.000    0.001    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4183(streamline)
        8    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4783(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:783(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1586(EggProvider)
        7    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:2355(_cygwin_patch)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:295(TextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:1015(_GenericAlias)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2602(BinaryIO)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:261(ParseException)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\_compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\string.py:57(Template)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:74(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:11(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3792(FollowedBy)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\functools.py:853(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:314(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2765(Regex)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\__about__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\sysconfig.py:671(get_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1298(addCondition)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\extern\__init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:2469(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\importlib\abc.py:219(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4234(Combine)
        5    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\codecs.py:260(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3256(ParseExpression)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\__init__.py:1891(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\email\parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\logging\__init__.py:902(createLock)
        3    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:644(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\typing.py:867(ParamSpec)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:460(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4026(SkipTo)
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Babaji\miniconda3\envs\Boids\lib\zipfile.py:1105(_ZipWriteFile)
